Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
2468,2468,2468,1.3950232023976591e+18,2021-05-19 14:27:04+00:00,['1395023202397659139'],"If my house could walk it would be called Frankenstein, what would yours be called?",if my house could walk it would be called frankenstein what would yours be called,True,False
2469,2469,2469,1.3950023489473167e+18,2021-05-19 13:04:12+00:00,['1395002348947316746'],"@NAJ562 @JulietB270880 @JonAshworth Ahh, the best Labour Party ever back then!",   ahh the best labour party ever back then,True,False
2472,2472,2472,1.3949245110284657e+18,2021-05-19 07:54:54+00:00,['1394924511028465664'],@shearernorthern @seanjbaguley They lost Scotland,  they lost scotland,True,False
2473,2473,2473,1.3947693938679237e+18,2021-05-18 21:38:31+00:00,['1394769393867923458'],@MichaelRosenYes @twychy12 We’ve just had our floor levelled but I don’t think the Tories had a hand in it.,  we’ve just had our floor levelled but i don’t think the tories had a hand in it,True,False
2474,2474,2474,1.3947683666620047e+18,2021-05-18 21:34:26+00:00,['1394768366662004736'],Trying to understand: Is it true that Israel stole Palestinian land?,trying to understand is it true that israel stole palestinian land,True,False
2475,2475,2475,1.3947676622202593e+18,2021-05-18 21:31:38+00:00,['1394767662220259328'],@BorisJohnson Is this a parody account?, is this a parody account,True,False
2478,2478,2478,1.394556893134209e+18,2021-05-18 07:34:07+00:00,['1394556893134209026'],@i_nautilus And succeeded in many areas including Tory and Labour Party., and succeeded in many areas including tory and labour party,True,False
2481,2481,2481,1.3943916423465042e+18,2021-05-17 20:37:28+00:00,['1394391642346504203'],The cheek of the new Labour https://t.co/8EOqExsCSU,the cheek of the new labour ,True,False
2482,2482,2482,1.3943755197522944e+18,2021-05-17 19:33:24+00:00,['1394375519752294401'],@shirasilkoff How out of touch can you be?, how out of touch can you be,True,False
2484,2484,2484,1.3943439362615583e+18,2021-05-17 17:27:54+00:00,['1394343936261558281'],@OperaSocialist Haha-ooh-eh!, hahaooheh,True,False
2485,2485,2485,1.3942138527542026e+18,2021-05-17 08:51:00+00:00,['1394213852754202625'],@Keir_Starmer In 2021 this disgusting https://t.co/nyTjvpGM2p, in 2021 this disgusting ,True,False
2486,2486,2486,1.3942112902861169e+18,2021-05-17 08:40:49+00:00,['1394211290286116866'],@siennamarla Corny yuk stuff from Labour., corny yuk stuff from labour,True,False
2487,2487,2487,1.3942109545990922e+18,2021-05-17 08:39:29+00:00,['1394210954599092226'],Is it possible to cancel war crime charges with cash?,is it possible to cancel war crime charges with cash,True,False
2488,2488,2488,1.3941331421062554e+18,2021-05-17 03:30:17+00:00,['1394133142106255362'],I wondered lonely as a cloud when all at once I was woke…well this happened many years ago but many are now with me. https://t.co/srnc8hTdNC,i wondered lonely as a cloud when all at once i was woke…well this happened many years ago but many are now with me ,True,False
2491,2491,2491,1.394028287106691e+18,2021-05-16 20:33:38+00:00,['1394028287106691074'],@Chris08505199 Or at least in the Tory party, or at least in the tory party,True,False
2492,2492,2492,1.3940281792291308e+18,2021-05-16 20:33:12+00:00,['1394028179229130757'],"@DPJHodges Or, the hard right join the Tories where they belong and stop pretending to be Labour who are in fact left of centre socialists.", or the hard right join the tories where they belong and stop pretending to be labour who are in fact left of centre socialists,True,False
2494,2494,2494,1.3938108157788037e+18,2021-05-16 06:09:28+00:00,['1393810815778803712'],@labour2702 @josephcos1ello Yeah right!,  yeah right,True,False
2495,2495,2495,1.3936809904265708e+18,2021-05-15 21:33:36+00:00,['1393680990426570753'],@BTnewsroom Who stops them?, who stops them,True,False
2498,2498,2498,1.3936087487495004e+18,2021-05-15 16:46:32+00:00,['1393608748749500418'],@piersmorgan @Keir_Starmer It will be nice very nice.,  it will be nice very nice,True,False
2503,2503,2503,1.393453479058985e+18,2021-05-15 06:29:33+00:00,['1393453479058984961'],@MattHancock That’s silly just let nhs do their job. Nurses don’t need kinder garden targets to whip them with. Leave your ego at home., that’s silly just let nhs do their job nurses don’t need kinder garden targets to whip them with leave your ego at home,True,False
2505,2505,2505,1.3934384105268347e+18,2021-05-15 05:29:40+00:00,['1393438410526834688'],Anyone else think these heavy duty flat straps all over the walls are horrible? Can I remove them all? https://t.co/WYg0zXtPr6,anyone else think these heavy duty flat straps all over the walls are horrible can i remove them all ,True,False
2506,2506,2506,1.393431928066478e+18,2021-05-15 05:03:55+00:00,['1393431928066478082'],@MattHancock And sell them to American mates for fast profit?, and sell them to american mates for fast profit,True,False
2507,2507,2507,1.3934103474202378e+18,2021-05-15 03:38:09+00:00,['1393410347420237827'],Is this just pitiful on the uk? https://t.co/orNvIQYpI0,is this just pitiful on the uk ,True,False
2508,2508,2508,1.3934095115541586e+18,2021-05-15 03:34:50+00:00,['1393409511554158593'],@Keir_Starmer @JoeBiden You saying Britain can’t come up with their own policies? Have you ever seen Labour’s last manifesto it’s pretty good and child poverty is eradicated. I think you can do better? Do better!,  you saying britain can’t come up with their own policies have you ever seen labour’s last manifesto it’s pretty good and child poverty is eradicated i think you can do better do better,True,False
2509,2509,2509,1.3933847197028065e+18,2021-05-15 01:56:19+00:00,['1393384719702806535'],Is plasterboard the  worst possible conclusion to a new build?,is plasterboard the  worst possible conclusion to a new build,True,False
2510,2510,2510,1.3933825454300938e+18,2021-05-15 01:47:41+00:00,['1393382545430093830'],@alfienoakes63 The are few and the right are many more. The left can’t make the numbers to get in contention. The purge is for this reason everyday., the are few and the right are many more the left can’t make the numbers to get in contention the purge is for this reason everyday,True,False
2511,2511,2511,1.3932257427968737e+18,2021-05-14 15:24:36+00:00,['1393225742796873732'],@JoeBiden over to you Mr President https://t.co/PptHltZB6w, over to you mr president ,True,False
2512,2512,2512,1.393152614049669e+18,2021-05-14 10:34:01+00:00,['1393152614049669121'],@wesstreeting Hopefully the nhs will get you right physically but very left politically. Save our nhs from privatisation., hopefully the nhs will get you right physically but very left politically save our nhs from privatisation,True,False
2513,2513,2513,1.3931084742975242e+18,2021-05-14 07:38:37+00:00,['1393108474297524224'],"@frankevans074 Cheers! We are having our home extended &amp;the roof is partially being extended, the old felt crumbles when touched  so that’s how the roof came to be renewed altogether. I’m learning as I have never been near building or renovating b4. I’ve leant so much in the last few months.", cheers we are having our home extended ampthe roof is partially being extended the old felt crumbles when touched  so that’s how the roof came to be renewed altogether i’m learning as i have never been near building or renovating b4 i’ve leant so much in the last few months,True,False
2514,2514,2514,1.3931053405023642e+18,2021-05-14 07:26:10+00:00,['1393105340502364160'],@frankevans074 Good points! I was just wondering about the old tiles after I learnt they are taking them to the reclamation site. I’m thinking I didn’t give any of that a thought. You learn everyday or maybe one born everyday., good points i was just wondering about the old tiles after i learnt they are taking them to the reclamation site i’m thinking i didn’t give any of that a thought you learn everyday or maybe one born everyday,True,False
2515,2515,2515,1.3930831652086866e+18,2021-05-14 05:58:03+00:00,['1393083165208686593'],is it stealing if a roofer takes your old tiles away to sell theft or a perk?,is it stealing if a roofer takes your old tiles away to sell theft or a perk,True,False
2518,2518,2518,1.393018691869102e+18,2021-05-14 01:41:51+00:00,['1393018691869102080'],@Jo_WhiteheadUK It’s a nightmare! Wake up!, it’s a nightmare wake up,True,False
2520,2520,2520,1.3929095849442058e+18,2021-05-13 18:28:18+00:00,['1392909584944205828'],Trashy BBC https://t.co/urifjFK2xG https://t.co/PP7Yy6yCCD,trashy bbc  ,True,False
2523,2523,2523,1.3925887353976504e+18,2021-05-12 21:13:22+00:00,['1392588735397650438'],@HindleyLancs @David__Osland @paulewart23 Jeremy wasn’t allowed is the reason but he definitely could have.,   jeremy wasn’t allowed is the reason but he definitely could have,True,False
2525,2525,2525,1.3925147078405038e+18,2021-05-12 16:19:12+00:00,['1392514707840503817'],@sajidjavid You are twisting the truth. Shame on you!, you are twisting the truth shame on you,True,False
2526,2526,2526,1.392514520128569e+18,2021-05-12 16:18:27+00:00,['1392514520128569351'],@sajidjavid Imagine. John Lennon https://t.co/XCGCHNzi6x, imagine john lennon ,True,False
2528,2528,2528,1.3925133461219082e+18,2021-05-12 16:13:48+00:00,['1392513346121908224'],@politi_qs Of course not. It will be a propaganda exercise for the gullible old daily mail bbc watchers., of course not it will be a propaganda exercise for the gullible old daily mail bbc watchers,True,False
2529,2529,2529,1.3925129313514414e+18,2021-05-12 16:12:09+00:00,['1392512931351441414'],@zellmel2 Good for you. Keep going, good for you keep going,True,False
2531,2531,2531,1.3923988960186245e+18,2021-05-12 08:39:00+00:00,['1392398896018624514'],@lukeakehurst He lost Labour high numbers since 1997. Got in on the left ticket then wilted the red rose. Seems it’s dying forever under starmer., he lost labour high numbers since 1997 got in on the left ticket then wilted the red rose seems it’s dying forever under starmer,True,False
2532,2532,2532,1.392374124555772e+18,2021-05-12 07:00:35+00:00,['1392374124555771904'],Most builders will put their head in a bowl of sick if it is written in the plans. That’s my experience. Shouldn’t builders question the plans if they are bad &amp; the end result is unnecessary ugly.,most builders will put their head in a bowl of sick if it is written in the plans that’s my experience shouldn’t builders question the plans if they are bad amp the end result is unnecessary ugly,True,False
2533,2533,2533,1.392355482568958e+18,2021-05-12 05:46:30+00:00,['1392355482568957953'],@ToryFibs @Kazden37 Bet Campbell was spitting feathers he got the answer he wasn’t hoping for.,  bet campbell was spitting feathers he got the answer he wasn’t hoping for,True,False
2534,2534,2534,1.3923544208563487e+18,2021-05-12 05:42:17+00:00,['1392354420856348672'],@tutwatter @noamchomskyT Um?,  um,True,False
2535,2535,2535,1.3923536721059676e+18,2021-05-12 05:39:18+00:00,['1392353672105967618'],@tutwatter @noamchomskyT Is Eastenders on yet?,  is eastenders on yet,True,False
2536,2536,2536,1.392353408112337e+18,2021-05-12 05:38:15+00:00,['1392353408112336901'],@noamchomskyT This is so true:, this is so true,True,False
2538,2538,2538,1.392352710482092e+18,2021-05-12 05:35:29+00:00,['1392352710482092033'],@DavidLammy Is Lammy cowardly? https://t.co/XbEgtcO1cf, is lammy cowardly ,True,False
2539,2539,2539,1.392226309854597e+18,2021-05-11 21:13:13+00:00,['1392226309854597128'],@JamesWh70571676 @PSCupdates @edwardpoole1975 @jeremycorbyn He wants to help all people so you are wrong.,    he wants to help all people so you are wrong,True,False
2542,2542,2542,1.3922251447064207e+18,2021-05-11 21:08:35+00:00,['1392225144706420739'],@Peston At the right price he’ll do ok., at the right price he’ll do ok,True,False
2543,2543,2543,1.3922239593583534e+18,2021-05-11 21:03:52+00:00,['1392223959358353409'],"@chelleryn99 Sorry to hear this, in the hopeful times you really inspired me with your writing. Thank you so much.", sorry to hear this in the hopeful times you really inspired me with your writing thank you so much,True,False
2544,2544,2544,1.3921958894443602e+18,2021-05-11 19:12:20+00:00,['1392195889444360198'],@SocialistVoice All these people need help getting I.D. Perhaps funding could be set up to ensure those that can’t afford I.D. get it in time for voting., all these people need help getting id perhaps funding could be set up to ensure those that can’t afford id get it in time for voting,True,False
2553,2553,2553,1.3918647534469202e+18,2021-05-10 21:16:31+00:00,['1391864753446920197'],@Keir_Starmer Wow. Getting brave and not b4 time., wow getting brave and not b4 time,True,False
2554,2554,2554,1.3918170244484383e+18,2021-05-10 18:06:51+00:00,['1391817024448438275'],@REWearmouth Needs a left right split, needs a left right split,True,False
2555,2555,2555,1.3917905124667105e+18,2021-05-10 16:21:31+00:00,['1391790512466710533'],@raphaeldogg Who is Jenny chapman?, who is jenny chapman,True,False
2556,2556,2556,1.3917891891176612e+18,2021-05-10 16:16:15+00:00,['1391789189117661188'],@mikeysmith I.d. will be the next to 1984, id will be the next to 1984,True,False
2557,2557,2557,1.3917886353604772e+18,2021-05-10 16:14:03+00:00,['1391788635360477185'],@DMiliband @theJeremyVine @JeremyVineOn5 If only you and yours have Corbyn the chance.,   if only you and yours have corbyn the chance,True,False
2558,2558,2558,1.3917879523558769e+18,2021-05-10 16:11:20+00:00,['1391787952355876867'],The right of Labour want the left to shut up and put up like they didn’t for 5 years. They are worried it will put voters off if it carries on. Isn’t the right trying to expel the left?,the right of labour want the left to shut up and put up like they didn’t for 5 years they are worried it will put voters off if it carries on isn’t the right trying to expel the left,True,False
2560,2560,2560,1.3917235031881605e+18,2021-05-10 11:55:14+00:00,['1391723503188160519'],@RachelReevesMP Doom and glooom., doom and glooom,True,False
2561,2561,2561,1.391723379879813e+18,2021-05-10 11:54:45+00:00,['1391723379879813120'],@redsonya241 @Keir_Starmer @BorisJohnson One is less openly a liar,   one is less openly a liar,True,False
2566,2566,2566,1.3916954819154616e+18,2021-05-10 10:03:53+00:00,['1391695481915461633'],@TheMendozaWoman @Jackiew80333500 How do they fight?,  how do they fight,True,False
2567,2567,2567,1.3916947973380383e+18,2021-05-10 10:01:10+00:00,['1391694797338038272'],@Bodysatnav I’ve heard fools say that too., i’ve heard fools say that too,True,False
2568,2568,2568,1.3916941674415557e+18,2021-05-10 09:58:40+00:00,['1391694167441555456'],"@AngelaRayner If you want to know why Labour people are staying home and not voting, look at your replies today.", if you want to know why labour people are staying home and not voting look at your replies today,True,False
2569,2569,2569,1.391599632183087e+18,2021-05-10 03:43:01+00:00,['1391599632183087104'],@MayorofLondon You were so lucky the opposition was so poor., you were so lucky the opposition was so poor,True,False
2572,2572,2572,1.391484368263209e+18,2021-05-09 20:05:00+00:00,['1391484368263208960'],@TheMendozaWoman Do you think it still needs to get even worse before Labour can get better?, do you think it still needs to get even worse before labour can get better,True,False
2573,2573,2573,1.3914424120362967e+18,2021-05-09 17:18:17+00:00,['1391442412036296711'],@jessphillips This must be a parody account., this must be a parody account,True,False
2576,2576,2576,1.391332643153793e+18,2021-05-09 10:02:06+00:00,['1391332643153793024'],For sure! https://t.co/cg1LMxAZB4,for sure ,True,False
2577,2577,2577,1.3913308151376814e+18,2021-05-09 09:54:50+00:00,['1391330815137681411'],@newsboy23 Kier starmer?, kier starmer,True,False
2578,2578,2578,1.391328822499418e+18,2021-05-09 09:46:55+00:00,['1391328822499418116'],@DailyPolitik @JDBakewell Is bit mate a new monitory system?,  is bit mate a new monitory system,True,False
2579,2579,2579,1.391328592366293e+18,2021-05-09 09:46:00+00:00,['1391328592366292994'],@JDBakewell Starmer will abstain from comment and action. Labour will stay home come vote time again. Lethargy sets in., starmer will abstain from comment and action labour will stay home come vote time again lethargy sets in,True,False
2580,2580,2580,1.391328152237101e+18,2021-05-09 09:44:15+00:00,['1391328152237101058'],@resophonick They are being sarcastic surely?, they are being sarcastic surely,True,False
2581,2581,2581,1.3913276020030956e+18,2021-05-09 09:42:04+00:00,['1391327602003095553'],@Andrew_Adonis You are loyal to the end I’ll give you that., you are loyal to the end i’ll give you that,True,False
2583,2583,2583,1.3913172116802314e+18,2021-05-09 09:00:47+00:00,['1391317211680231431'],@john_plebeian @Mukhtar_iam @YvetteCooperMP See what I mean. Knows nothing.,   see what i mean knows nothing,True,False
2584,2584,2584,1.391317036404519e+18,2021-05-09 09:00:05+00:00,['1391317036404518914'],@Mukhtar_iam People just show they don’t follow politics at all closely or seriously. They pluck opinion and all the sheople agree if it sounds like a long sentence., people just show they don’t follow politics at all closely or seriously they pluck opinion and all the sheople agree if it sounds like a long sentence,True,False
2585,2585,2585,1.3913159512373576e+18,2021-05-09 08:55:46+00:00,['1391315951237357569'],@90percenters A hole digger, a hole digger,True,False
2586,2586,2586,1.3913151329832673e+18,2021-05-09 08:52:31+00:00,['1391315132983267330'],@AmmarKazmi_ Really? Give a chance., really give a chance,True,False
2587,2587,2587,1.391314690110853e+18,2021-05-09 08:50:46+00:00,['1391314690110853120'],@SueWill1966 Grate (v.) but not that great., grate v but not that great,True,False
2588,2588,2588,1.3912894552527503e+18,2021-05-09 07:10:29+00:00,['1391289455252750337'],@lukeakehurst It’s true &amp;Andy is no socialist. His recent few socialists stanched activity got rewards I guess. Only true socialists will win in opposition 2the right. Maybe if u showed some social activity you’d be the next Burnham. Slagging off socialism is poor. Crying racism wolf poor., it’s true ampandy is no socialist his recent few socialists stanched activity got rewards i guess only true socialists will win in opposition 2the right maybe if u showed some social activity you’d be the next burnham slagging off socialism is poor crying racism wolf poor,True,False
2591,2591,2591,1.3911272859321754e+18,2021-05-08 20:26:05+00:00,['1391127285932175363'],@helensclegel @AngelaRayner Uh no.,  uh no,True,False
2592,2592,2592,1.391126723413037e+18,2021-05-08 20:23:51+00:00,['1391126723413037063'],@CharlieKate @tedandharry Nothing to do with that she isn’t the one that’s all.,  nothing to do with that she isn’t the one that’s all,True,False
2593,2593,2593,1.3911263819883889e+18,2021-05-08 20:22:30+00:00,['1391126381988388866'],@KayeIsla @tedandharry You are being sarcastic I hope.?,  you are being sarcastic i hope,True,False
2594,2594,2594,1.3911259594625925e+18,2021-05-08 20:20:49+00:00,['1391125959462592513'],No https://t.co/6oYevQ5Vf0,no ,True,False
2597,2597,2597,1.3911179274878405e+18,2021-05-08 19:48:54+00:00,['1391117927487840262'],@patrickkmaguire I am surprised how did she manage this?, i am surprised how did she manage this,True,False
2602,2602,2602,1.3911165011518874e+18,2021-05-08 19:43:14+00:00,['1391116501151887373'],@MarxistDean She is so awful though., she is so awful though,True,False
2604,2604,2604,1.3909541508679148e+18,2021-05-08 08:58:06+00:00,['1390954150867914755'],@Amanda_Vickery If only we did. Come on professor stop reading crappy newspapers and watching news., if only we did come on professor stop reading crappy newspapers and watching news,True,False
2605,2605,2605,1.3909503490837586e+18,2021-05-08 08:43:00+00:00,['1390950349083758594'],@gletherby @Hardeep216 @Amanda_Vickery We need a better Labour if there is help on its way. No help from the current table in charge.,   we need a better labour if there is help on its way no help from the current table in charge,True,False
2608,2608,2608,1.390949672852861e+18,2021-05-08 08:40:19+00:00,['1390949672852860929'],Yep! https://t.co/dUzgjgfapZ,yep ,True,False
2609,2609,2609,1.3909298542799626e+18,2021-05-08 07:21:34+00:00,['1390929854279962626'],@Channel4News @krishgm This is very bad interviewing by Christian. Really shows he hates Corbyn. The weaponised antisemitism question in an attempt to nail corbyns coffin is low &amp; appalling. Christian is a bought man. Yuk!,  this is very bad interviewing by christian really shows he hates corbyn the weaponised antisemitism question in an attempt to nail corbyns coffin is low amp appalling christian is a bought man yuk,True,False
2613,2613,2613,1.3909232165378785e+18,2021-05-08 06:55:11+00:00,['1390923216537878528'],@Swanswan0307 Labour is abstaining and facilitating the right. As long as it’s the 2nd party it’s all good in media world. The left won’t vote and the right always votes. Labour has only the blind voting now., labour is abstaining and facilitating the right as long as it’s the 2nd party it’s all good in media world the left won’t vote and the right always votes labour has only the blind voting now,True,False
2614,2614,2614,1.3909223719813652e+18,2021-05-08 06:51:50+00:00,['1390922371981365248'],@Swanswan0307 It’s not needed now, it’s not needed now,True,False
2616,2616,2616,1.3909221482990182e+18,2021-05-08 06:50:56+00:00,['1390922148299018240'],@BriefcaseMike No one forgot they want Labour to change and this lets them know., no one forgot they want labour to change and this lets them know,True,False
2617,2617,2617,1.3909217245820396e+18,2021-05-08 06:49:15+00:00,['1390921724582039553'],@jarek2705 @EzzaSCFC1983 Yuk Yuk,  yuk yuk,True,False
2618,2618,2618,1.3909215746106204e+18,2021-05-08 06:48:40+00:00,['1390921574610620416'],@lazallen79 @EzzaSCFC1983 Yuk,  yuk,True,False
2619,2619,2619,1.390921124540715e+18,2021-05-08 06:46:52+00:00,['1390921124540715008'],@EzzaSCFC1983 He wasn’t the answer before but on one issue recently he has showed some mettle. I’m reserved about judgement on him.  In 2916 I did vote for him in leadership contest but since Corbyn has opened my eyes on what socialism truly is I’d go Sultana. She has principals and mettle., he wasn’t the answer before but on one issue recently he has showed some mettle i’m reserved about judgement on him  in 2916 i did vote for him in leadership contest but since corbyn has opened my eyes on what socialism truly is i’d go sultana she has principals and mettle,True,False
2620,2620,2620,1.3908572599289815e+18,2021-05-08 02:33:06+00:00,['1390857259928981505'],@SamCoatesSky That’s amazing considering she is so bad., that’s amazing considering she is so bad,True,False
2624,2624,2624,1.390779333199995e+18,2021-05-07 21:23:27+00:00,['1390779333199994886'],https://t.co/CvFtbdLlSy can’t see the trees for the wooden, can’t see the trees for the wooden,True,False
2625,2625,2625,1.3907789255094477e+18,2021-05-07 21:21:49+00:00,['1390778925509447680'],@chunkymark It’s clear you fight the Tories but what do you think of starmer? Should he stay or go? Should Labour go right or left?, it’s clear you fight the tories but what do you think of starmer should he stay or go should labour go right or left,True,False
2626,2626,2626,1.3907781598309048e+18,2021-05-07 21:18:47+00:00,['1390778159830904835'],@Ed_Owen @Keir_Starmer @UKLabour You kidding he needs to become a social Democrat…easy,   you kidding he needs to become a social democrat…easy,True,False
2627,2627,2627,1.3907776082756485e+18,2021-05-07 21:16:35+00:00,['1390777608275648520'],@chelleryn99 @ArturosTrials A Facebook post,  a facebook post,True,False
2628,2628,2628,1.3907774233740452e+18,2021-05-07 21:15:51+00:00,['1390777423374045187'],@chelleryn99 @ArturosTrials They simply can't wait to get back to what they do best....allow the Tories to set the agenda and limp unapologetically behind them all the while telling us this is what the public want.,  they simply cant wait to get back to what they do bestallow the tories to set the agenda and limp unapologetically behind them all the while telling us this is what the public want,True,False
2629,2629,2629,1.3907772278396928e+18,2021-05-07 21:15:05+00:00,['1390777227839692809'],"@chelleryn99 @ArturosTrials When Corbyn lost you could see the devastation on his face. He cared about people. Starmer shows NO remorse at all.  Lets be honest centrists, leftists .... the right wing under Starmer have burnt the house down &amp;they are revelling in it.",  when corbyn lost you could see the devastation on his face he cared about people starmer shows no remorse at all  lets be honest centrists leftists  the right wing under starmer have burnt the house down ampthey are revelling in it,True,False
2630,2630,2630,1.3907766655932375e+18,2021-05-07 21:12:51+00:00,['1390776665593237509'],@chelleryn99 @ArturosTrials all in the plan 2move the LP further 2the right.  Heard a LP spokesperson on the radio 2day saying the LP has 2embrace privatisation....of the NHS!!  Starmer knew the guy he planted didn't have a hope in hell of winning. It's part of the plan; you'd have to be blind not 2see it,  all in the plan 2move the lp further 2the right  heard a lp spokesperson on the radio 2day saying the lp has 2embrace privatisationof the nhs  starmer knew the guy he planted didnt have a hope in hell of winning its part of the plan youd have to be blind not 2see it,True,False
2631,2631,2631,1.3906977704708465e+18,2021-05-07 15:59:21+00:00,['1390697770470846466'],@Eesy20 I’m sure she’d fair well not. Bring her on., i’m sure she’d fair well not bring her on,True,False
2632,2632,2632,1.390695954785968e+18,2021-05-07 15:52:08+00:00,['1390695954785968132'],"@lloydjody805 @DessieMByrne @jeremycorbyn Yes u love Labour Corbyn, but it’s dead 2socialism. Benn wouldn’t get it back no1 can, admit that &amp;start a new party. Labour right hates u &amp; u have no hope of being an mp after this term unless u r an independent. Think about it now. Your country needs change kier hardy style.",   yes u love labour corbyn but it’s dead 2socialism benn wouldn’t get it back no1 can admit that ampstart a new party labour right hates u amp u have no hope of being an mp after this term unless u r an independent think about it now your country needs change kier hardy style,True,False
2634,2634,2634,1.39069393252327e+18,2021-05-07 15:44:06+00:00,['1390693932523270146'],@LeftWingSociety Zarah Sultana, zarah sultana,True,False
2635,2635,2635,1.3906695024514908e+18,2021-05-07 14:07:01+00:00,['1390669502451490816'],@JewSoc Later, later,True,False
2636,2636,2636,1.3906689580140503e+18,2021-05-07 14:04:51+00:00,['1390668958014050310'],@michael45982804 Hopeless -recognising they may as well vote Tory than a tribute act., hopeless recognising they may as well vote tory than a tribute act,True,False
2640,2640,2640,1.3906110752347382e+18,2021-05-07 10:14:51+00:00,['1390611075234738176'],"Labour 2021: Without any media smearing or celebrity smearing or own MPs actively telling voters to vote elsewhere or walkouts or threats of walkouts, no Brexit or UKIP. And no Ford report. Starmer did badly. He must go he doesn’t have it.",labour 2021 without any media smearing or celebrity smearing or own mps actively telling voters to vote elsewhere or walkouts or threats of walkouts no brexit or ukip and no ford report starmer did badly he must go he doesn’t have it,True,False
2641,2641,2641,1.3906098239983985e+18,2021-05-07 10:09:52+00:00,['1390609823998398465'],@mrjamesob Touché. Jess Philips., touché jess philips,True,False
2642,2642,2642,1.3906061312869048e+18,2021-05-07 09:55:12+00:00,['1390606131286904835'],Thus is very true. https://t.co/eLp3ci5pH7,thus is very true ,True,False
2645,2645,2645,1.3906052820536975e+18,2021-05-07 09:51:50+00:00,['1390605282053697541'],@MaxRobertFinch We smouldering keep going right makes perfect sense. ??, we smouldering keep going right makes perfect sense ,True,False
2646,2646,2646,1.3905728468801083e+18,2021-05-07 07:42:56+00:00,['1390572846880108544'],@siennamarla Mandy is clueless, mandy is clueless,True,False
2647,2647,2647,1.3905725177195192e+18,2021-05-07 07:41:38+00:00,['1390572517719519232'],"@DPJHodges Without any media smearing or celebrity smearing Corbyn or own MPs actively telling voters to vote elsewhere or walkouts or threats of walkouts, no Brexit or UKIP. Starmer did badly. He must go he doesn’t have it. Centrism Labour is dead.", without any media smearing or celebrity smearing corbyn or own mps actively telling voters to vote elsewhere or walkouts or threats of walkouts no brexit or ukip starmer did badly he must go he doesn’t have it centrism labour is dead,True,False
2648,2648,2648,1.3905565169110385e+18,2021-05-07 06:38:03+00:00,['1390556516911038467'],"@Tuttlebees @HackneyAbbott Without any media smearing or celebrity smearing Corbyn or own MPs actively telling voters to vote elsewhere or walkouts or threats of walkouts, Starmer did badly. He must go he doesn’t have it.",  without any media smearing or celebrity smearing corbyn or own mps actively telling voters to vote elsewhere or walkouts or threats of walkouts starmer did badly he must go he doesn’t have it,True,False
2649,2649,2649,1.3905563468740116e+18,2021-05-07 06:37:23+00:00,['1390556346874011648'],"@DanJarvisLeader @HackneyAbbott Without any media smearing or celebrity smearing Corbyn or own MPs actively telling voters to vote elsewhere or walkouts or threats of walkouts, Starmer did badly. He must go he doesn’t have it.",  without any media smearing or celebrity smearing corbyn or own mps actively telling voters to vote elsewhere or walkouts or threats of walkouts starmer did badly he must go he doesn’t have it,True,False
2650,2650,2650,1.390556236861649e+18,2021-05-07 06:36:56+00:00,['1390556236861648901'],"@HackneyAbbott Without any media smearing or celebrity smearing Corbyn or own MPs actively telling voters to vote elsewhere or walkouts or threats of walkouts, Starmer did badly. He must go he doesn’t have it.", without any media smearing or celebrity smearing corbyn or own mps actively telling voters to vote elsewhere or walkouts or threats of walkouts starmer did badly he must go he doesn’t have it,True,False
2653,2653,2653,1.390549510938665e+18,2021-05-07 06:10:13+00:00,['1390549510938664962'],"@MrTeesside Without any media smearing or celebrity smearing Corbyn or own MPs actively telling voters to vote elsewhere or walkouts or threats of walkouts, Starmer did badly. He must go he doesn’t have it.", without any media smearing or celebrity smearing corbyn or own mps actively telling voters to vote elsewhere or walkouts or threats of walkouts starmer did badly he must go he doesn’t have it,True,False
2658,2658,2658,1.3905427635785974e+18,2021-05-07 05:43:24+00:00,['1390542763578597378'],"@IWTheDarkPrince @siennamarla Without any media smearing or own MPs actively telling voters to vote elsewhere or walkouts or threats of walkouts, Starmer did badly. He must go he doesn’t have it.",  without any media smearing or own mps actively telling voters to vote elsewhere or walkouts or threats of walkouts starmer did badly he must go he doesn’t have it,True,False
2659,2659,2659,1.390540863332356e+18,2021-05-07 05:35:51+00:00,['1390540863332356096'],"@AaronBastani @JulietB270880 @michaeljswalker Without any media smearing or own MPs actively telling voters to vote elsewhere or walkouts or threats of walkouts, Starmer did badly. He must go he doesn’t have it.",   without any media smearing or own mps actively telling voters to vote elsewhere or walkouts or threats of walkouts starmer did badly he must go he doesn’t have it,True,False
2660,2660,2660,1.390539481208529e+18,2021-05-07 05:30:21+00:00,['1390539481208528896'],"@IWTheDarkPrince @siennamarla Without any media smearing or own MPs actively telling voters to vote elsewhere or walkouts or threats of walkouts, Starmer did badly. He must go he doesn’t have it.",  without any media smearing or own mps actively telling voters to vote elsewhere or walkouts or threats of walkouts starmer did badly he must go he doesn’t have it,True,False
